125.858,74.0367,125.858,74.0367
125.784,72.2089,125.858,72.5583
125.761,70.7049,125.858,71.08
125.972,69.2405,125.858,69.6017
125.67,67.707,125.858,68.1234
126.06,66.3325,125.858,66.6451
125.784,64.7827,125.858,65.1667
125.631,63.4499,125.858,63.6884
125.782,61.8458,125.858,62.2101
125.882,60.4487,125.858,60.7318
126.055,58.9079,125.858,59.2534
125.789,57.4181,125.858,57.7751
125.995,55.8728,125.858,56.2968
125.835,54.4407,125.858,54.8185
126.034,53.03,125.858,53.3401
125.896,51.3659,125.858,51.8618
125.921,49.9551,125.858,50.3835
125.598,48.6917,125.858,48.9052
126.216,46.9827,125.858,47.4269
125.894,45.5133,125.858,45.9485
125.971,44.2451,125.858,44.4702
125.914,42.708,125.858,42.9919
125.878,41.1753,125.858,41.5136
126.011,39.6236,125.858,40.0352
125.657,38.1873,125.858,38.5569
125.817,36.7956,125.858,37.0786
125.84,35.0928,125.858,35.6003
125.671,33.9341,125.858,34.1219
125.857,32.1349,125.858,32.6436
125.789,30.6947,125.858,31.1653
125.889,29.3325,125.858,29.687
125.975,27.9625,125.858,28.2087
125.857,26.4804,125.858,26.7303
126.052,24.9793,125.858,25.252
125.705,23.2566,125.858,23.7737
125.808,21.9803,125.858,22.2954
125.812,20.5464,125.858,20.817
124.302,20.5709,124.38,20.817
122.692,20.5966,122.902,20.817
121.222,20.6204,121.423,20.817
120.076,20.6509,119.945,20.817
118.362,20.6733,118.467,20.817
117.091,20.6995,116.988,20.817
115.324,20.7222,115.51,20.817
114.007,20.751,114.032,20.817
112.621,20.7798,112.553,20.817
110.927,20.8043,111.075,20.817
109.52,20.8276,109.597,20.817
108.117,20.858,108.118,20.817
106.506,20.8808,106.64,20.817
105.036,20.9061,105.162,20.817
103.947,20.9321,103.683,20.817
102.146,20.9631,102.205,20.817
100.559,20.9829,100.727,20.817
99.1082,21.009,99.2485,20.817
97.7821,21.033,97.7702,20.817
96.2379,21.0673,96.2919,20.817
94.8162,21.0891,94.8135,20.817
93.364,21.1138,93.3352,20.817
91.708,21.1409,91.8569,20.817
90.3553,21.1654,90.3786,20.817
88.9299,21.1933,88.9002,20.817
87.3444,21.2135,87.4219,20.817
85.7823,21.2426,85.9436,20.817
84.2079,21.2706,84.4653,20.817
82.8354,21.2938,82.9869,20.817
81.3009,21.3204,81.5086,20.817
79.9733,21.3463,80.0303,20.817
78.364,21.369,78.552,20.817
77.12,21.3969,77.0737,20.817
75.776,21.4219,75.5953,20.817
74.2895,21.4473,74.117,20.817
72.9641,21.4764,72.6387,20.817
71.3656,21.4999,71.1604,20.817
69.7845,21.5228,69.682,20.817
68.4204,21.554,68.2037,20.817
66.6547,21.5766,66.7254,20.817
64.903,21.6041,65.2471,20.817
63.7657,21.6294,63.7687,20.817
62.2785,21.657,62.2904,20.817
60.878,21.6819,60.8121,20.817
59.089,21.7056,59.3338,20.817
57.8301,21.7338,57.8555,20.817
56.3604,21.7607,56.3771,20.817
54.6791,21.78,54.8988,20.817
53.2269,21.8087,53.4205,20.817
51.9101,21.8383,51.9422,20.817
50.2412,21.8588,50.4638,20.817
48.9595,21.8908,48.9855,20.817
47.5936,21.9164,47.5072,20.817
46.0091,21.9396,46.0289,20.817
44.4647,21.9706,44.5505,20.817
42.9948,21.9922,43.0722,20.817
41.5798,22.0161,41.5939,20.817
40.2479,22.0454,40.1156,20.817
38.4729,22.066,38.6373,20.817
37.1997,22.099,37.1589,20.817
35.6992,22.1207,35.6806,20.817
33.9795,22.1437,34.2023,20.817
32.8373,22.1691,32.724,20.817
31.282,22.1958,31.2456,20.817
29.9871,22.2233,29.7673,20.817
28.2386,22.2477,28.289,20.817
26.751,22.2761,26.8107,20.817
25.2449,22.3001,25.3324,20.817
23.8321,22.3269,23.854,20.817
22.4531,22.3545,22.3757,20.817
22.5395,23.8056,22.3757,22.2954
22.6127,25.3664,22.3757,23.7737
22.6881,26.7933,22.3757,25.252
22.7637,28.3191,22.3757,26.7303
22.8526,29.8147,22.3757,28.2087
22.9176,31.072,22.3757,29.687
22.9986,32.7077,22.3757,31.1653
23.0696,34.1427,22.3757,32.6436
23.1519,35.6621,22.3757,34.1219
23.2197,37.2393,22.3757,35.6003
23.3013,38.5819,22.3757,37.0786
23.3834,40.1021,22.3757,38.5569
23.4448,41.538,22.3757,40.0352
23.5396,43.0935,22.3757,41.5136
