125.858,74.0367,125.858,74.0367
125.848,72.2586,125.858,72.5583
125.862,70.7592,125.858,71.08
125.739,69.2748,125.858,69.6017
125.73,67.7499,125.858,68.1234
125.973,66.4634,125.858,66.6451
125.797,64.8059,125.858,65.1667
126.054,63.5329,125.858,63.6884
125.832,61.8234,125.858,62.2101
125.692,60.4352,125.858,60.7318
125.842,58.9147,125.858,59.2534
125.959,57.4733,125.858,57.7751
125.928,55.9278,125.858,56.2968
125.872,54.5381,125.858,54.8185
125.664,52.9467,125.858,53.3401
126.006,51.3908,125.858,51.8618
126.056,50.0292,125.858,50.3835
125.597,48.5715,125.858,48.9052
125.701,47.0321,125.858,47.4269
125.677,45.4682,125.858,45.9485
125.736,44.3444,125.858,44.4702
125.867,42.6509,125.858,42.9919
126.039,41.3934,125.858,41.5136
125.948,39.534,125.858,40.0352
125.786,38.2562,125.858,38.5569
125.866,36.7098,125.858,37.0786
125.874,35.4209,125.858,35.6003
126.02,33.8231,125.858,34.1219
125.826,32.2407,125.858,32.6436
126.117,30.8175,125.858,31.1653
125.765,29.3298,125.858,29.687
125.85,27.7958,125.858,28.2087
125.976,26.2156,125.858,26.7303
125.872,24.9632,125.858,25.252
125.772,23.257,125.858,23.7737
125.695,21.8935,125.858,22.2954
125.732,20.2982,125.858,20.817
124.265,20.2523,124.38,20.817
122.834,20.1871,122.902,20.817
121.204,20.1432,121.423,20.817
119.89,20.093,119.945,20.817
118.209,20.0359,118.467,20.817
116.743,19.9915,116.988,20.817
115.686,19.9299,115.51,20.817
113.932,19.8848,114.032,20.817
112.475,19.8318,112.553,20.817
111.098,19.7848,111.075,20.817
109.454,19.7316,109.597,20.817
107.98,19.675,108.118,20.817
106.388,19.6304,106.64,20.817
105.128,19.569,105.162,20.817
103.637,19.5189,103.683,20.817
102.236,19.474,102.205,20.817
100.756,19.4178,100.727,20.817
99.1209,19.3743,99.2485,20.817
97.8366,19.3224,97.7702,20.817
95.8949,19.2686,96.2919,20.817
94.6078,19.2154,94.8135,20.817
93.1258,19.1663,93.3352,20.817
91.6984,19.1096,91.8569,20.817
90.1548,19.0628,90.3786,20.817
88.7827,19.0064,88.9002,20.817
87.2576,18.9515,87.4219,20.817
86.0124,18.9087,85.9436,20.817
84.3329,18.8593,84.4653,20.817
82.8189,18.8048,82.9869,20.817
81.3356,18.7519,81.5086,20.817
79.9357,18.6978,80.0303,20.817
78.3289,18.6412,78.552,20.817
76.8174,18.6019,77.0737,20.817
75.2331,18.5435,75.5953,20.817
73.9887,18.4967,74.117,20.817
72.4271,18.4312,72.6387,20.817
70.9091,18.3922,71.1604,20.817
69.5755,18.3374,69.682,20.817
68.2782,18.2811,68.2037,20.817
66.6979,18.2329,66.7254,20.817
65.2024,18.1866,65.2471,20.817
63.63,18.1306,63.7687,20.817
62.2746,18.0862,62.2904,20.817
60.8163,18.0285,60.8121,20.817
59.3152,17.9684,59.3338,20.817
57.6232,17.9248,57.8555,20.817
56.2534,17.8742,56.3771,20.817
54.618,17.8207,54.8988,20.817
53.4336,17.7749,53.4205,20.817
51.8076,17.7197,51.9422,20.817
50.3633,17.6666,50.4638,20.817
48.9529,17.626,48.9855,20.817
47.1587,17.5632,47.5072,20.817
46.0051,17.5152,46.0289,20.817
44.5856,17.464,44.5505,20.817
43.0036,17.4115,43.0722,20.817
41.5909,17.3613,41.5939,20.817
39.9007,17.2993,40.1156,20.817
38.5187,17.2593,38.6373,20.817
37.2279,17.1973,37.1589,20.817
35.4847,17.1462,35.6806,20.817
34.2824,17.1018,34.2023,20.817
32.6702,17.0467,32.724,20.817
31.286,16.9955,31.2456,20.817
29.6627,16.9558,29.7673,20.817
28.2456,16.8987,28.289,20.817
26.8687,16.8369,26.8107,20.817
25.0897,16.7911,25.3324,20.817
23.7811,16.7432,23.854,20.817
22.3868,16.6811,22.3757,20.817
22.4422,18.1837,22.3757,22.2954
